No.,Spec,feature,sub feature,sub feature,sub feature,test  describtion,,,,priority,level,coverage,testcase,,,,
,,,,,,"A是load1请求,B是load2请求,请求地址都为rand_same,收到Grant(Data)但还没转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss","A在refill前合并B,Tilelink总线取回数据正确","io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
refillPipe_io_req_ready,
refillPipe_io_req_valid,","io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr=rand_same,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr=rand_same,
auto_client_out_d_valid=1，
auto_client_out_d_ready=1，
refillPipe_io_req_ready=1,
refillPipe_io_req_valid=0,",,,missq_gp,tc_dcache_miss_ld_merge_ld,,,,
,,,,,,"A是load2请求,B是load1请求,请求地址都为rand_same,收到Grant(Data)但还没转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss","A在refill前合并B,Tilelink总线取回数据正确","io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
refillPipe_io_req_ready,
refillPipe_io_req_valid,","io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr=rand_same,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr=rand_same,
auto_client_out_d_valid=1，
auto_client_out_d_ready=1，
refillPipe_io_req_ready=1,
refillPipe_io_req_valid=0,",,,missq_gp,tc_dcache_miss_ld_merge_ld,,,,
,,,,,,"A是store请求,B是load0请求,请求地址都为rand_same,收到Grant(Data)但还没转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss","A在refill前合并B,Tilelink总线取回数据正确","io_lsu_store_req_ready,
io_lsu_store_req_valid,
io_lsu_store_req_bits_addr,
io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
refillPipe_io_req_ready,
refillPipe_io_req_valid,","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
io_lsu_store_req_bits_addr=rand_same,
io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_addr=rand_same,
auto_client_out_d_valid=0，
auto_client_out_d_ready=1，
refillPipe_io_req_ready=1,
refillPipe_io_req_valid=0,",,,missq_gp,tc_dcache_miss_st_merge_ld,,,,
,,,,,,"A是store请求,B是load1请求,请求地址都为rand_same,收到Grant(Data)但还没转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss","A在refill前合并B,Tilelink总线取回数据正确","io_lsu_store_req_ready,
io_lsu_store_req_valid,
io_lsu_store_req_bits_addr,
io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
refillPipe_io_req_ready,
refillPipe_io_req_valid,","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
io_lsu_store_req_bits_addr=rand_same,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr=rand_same,
auto_client_out_d_valid=0，
auto_client_out_d_ready=1，
refillPipe_io_req_ready=1,
refillPipe_io_req_valid=0,",,,missq_gp,tc_dcache_miss_st_merge_ld,,,,
,,,,,,"A是store请求,B是load2请求,请求地址都为rand_same,收到Grant(Data)但还没转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss","A在refill前合并B,Tilelink总线取回数据正确","io_lsu_store_req_ready,
io_lsu_store_req_valid,
io_lsu_store_req_bits_addr,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
refillPipe_io_req_ready,
refillPipe_io_req_valid,","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
io_lsu_store_req_bits_addr=rand_same,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr=rand_same,
auto_client_out_d_valid=0，
auto_client_out_d_ready=1，
refillPipe_io_req_ready=1,
refillPipe_io_req_valid=0,",,,missq_gp,tc_dcache_miss_st_merge_ld,,,,
,,,,,,,,,,,,,,,,,
,,,Miss Entry拒绝,,,,,,,,,,,,,,
,,,,,,"A是load0请求,B是load0请求,请求地址都为rand_same,收到Grant(Data)并在转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
io_refill_to_ldq_valid,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_addr=rand_same,
auto_client_out_d_valid=1，
auto_client_out_d_ready=1，
io_refill_to_ldq_valid=1,",,,missq_gp,tc_dcache_miss_reject_ld,,,,
,,,,,,"A是load1请求,B是load1请求,请求地址都为rand_same,收到Grant(Data)并在转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
auto_client_out_a_valid，auto_client_out_a_ready，
io_refill_to_ldq_valid,","io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr=rand_same,
auto_client_out_a_valid=1，
auto_client_out_a_ready=1，
io_refill_to_ldq_valid=1,",,,missq_gp,tc_dcache_miss_reject_ld,,,,
,,,,,,"A是load2请求,B是load2请求,请求地址都为rand_same,收到Grant(Data)并在转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,
auto_client_out_a_valid，auto_client_out_a_ready，
io_refill_to_ldq_valid,","io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr=rand_same,
auto_client_out_a_valid=1，
auto_client_out_a_ready=1，
io_refill_to_ldq_valid=1,",,,missq_gp,tc_dcache_miss_reject_ld,,,,
,,,,,,"A是load0请求,B是load1请求,请求地址都为rand_same,收到Grant(Data)并在转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_addr,
io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
io_refill_to_ldq_valid,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_addr=rand_same,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr=rand_same,
auto_client_out_d_valid=1，
auto_client_out_d_ready=1，
io_refill_to_ldq_valid=1,",,,missq_gp,tc_dcache_miss_reject_ld,,,,
,,,,,,"A是load1请求,B是load0请求,请求地址都为rand_same,收到Grant(Data)并在转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_addr,
io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
io_refill_to_ldq_valid,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_addr=rand_same,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr=rand_same,
auto_client_out_d_valid=1，
auto_client_out_d_ready=1，
io_refill_to_ldq_valid=1,",,,missq_gp,tc_dcache_miss_reject_ld,,,,
,,,,,,"A是load0请求,B是load2请求,请求地址都为rand_same,收到Grant(Data)并在转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_addr,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
io_refill_to_ldq_valid,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_addr=rand_same,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr=rand_same,
auto_client_out_d_valid=1，
auto_client_out_d_ready=1，
io_refill_to_ldq_valid=1,",,,missq_gp,tc_dcache_miss_reject_ld,,,,
,,,,,,"A是load2请求,B是load0请求,请求地址都为rand_same,收到Grant(Data)并在转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_addr,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
io_refill_to_ldq_valid,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_addr=rand_same,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr=rand_same,
auto_client_out_d_valid=1，
auto_client_out_d_ready=1，
io_refill_to_ldq_valid=1,",,,missq_gp,tc_dcache_miss_reject_ld,,,,
,,,,,,"A是load1请求,B是load2请求,请求地址都为rand_same,收到Grant(Data)并在转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
io_refill_to_ldq_valid,","io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr=rand_same,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr=rand_same,
auto_client_out_d_valid=1，
auto_client_out_d_ready=1，
io_refill_to_ldq_valid=1,",,,missq_gp,tc_dcache_miss_reject_ld,,,,
,,,,,,"A是load1请求,B是load0请求,请求地址都为rand_same,收到Grant(Data)并在转发给Load Unit,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,
auto_client_out_d_valid，auto_client_out_d_ready，
io_refill_to_ldq_valid,","io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr=rand_same,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr=rand_same,
auto_client_out_d_valid=1，
auto_client_out_d_ready=1，
io_refill_to_ldq_valid=1,",,,missq_gp,tc_dcache_miss_reject_ld,,,,
,,,,,,"A是load0请求,B是store请求,请求地址都为rand_same,向L2的acquire已发出,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_addr,
io_lsu_store_req_ready,
io_lsu_store_req_valid,
io_lsu_store_req_bits_addr,
auto_client_out_a_valid，auto_client_out_a_ready，","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_addr=rand_same,
io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
io_lsu_store_req_bits_addr=rand_same,
auto_client_out_a_valid=1，
auto_client_out_a_ready=1，",,,missq_gp,tc_dcache_miss_reject_st,,,,
,,,,,,"A是load1请求,B是store请求,请求地址都为rand_same,向L2的acquire已发出,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
io_lsu_store_req_ready,
io_lsu_store_req_valid,
io_lsu_store_req_bits_addr,
auto_client_out_a_valid，auto_client_out_a_ready，","io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr=rand_same,
io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
io_lsu_store_req_bits_addr=rand_same,
auto_client_out_a_valid=1，
auto_client_out_a_ready=1，",,,missq_gp,tc_dcache_miss_reject_st,,,,
,,,,,,"A是load2请求,B是store请求,请求地址都为rand_same,向L2的acquire已发出,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,
io_lsu_store_req_ready,
io_lsu_store_req_valid,
io_lsu_store_req_bits_addr,
auto_client_out_a_valid，auto_client_out_a_ready，","io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr=rand_same,
io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
io_lsu_store_req_bits_addr=rand_same,
auto_client_out_a_valid=1，
auto_client_out_a_ready=1，",,,missq_gp,tc_dcache_miss_reject_st,,,,
,,,,,,"A是store请求,B是store请求,请求地址都为rand_same,向L2的acquire已发出,A已分配Miss Entry,B请求再发起并且Miss",B被拒绝分配Miss Entry,"io_lsu_store_req_ready,
io_lsu_store_req_valid,
io_lsu_store_req_bits_addr,
auto_client_out_a_valid，auto_client_out_a_ready，","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
io_lsu_store_req_bits_addr=rand,
auto_client_out_a_valid=1，
auto_client_out_a_ready=1，",,,missq_gp,tc_dcache_miss_reject_st,,,,
,,,,,,发送多个请求，16项Miss Entry满，无法分配MSHR id,请求拒绝分配Miss Entry,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_addr,
io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,
auto_client_out_a_valid，auto_client_out_a_ready，","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_addr=rand
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr=rand,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr=rand,
auto_client_out_a_valid=1，
auto_client_out_a_ready=0，",,,missq_gp,tc_dcache_miss_reject_ld,,,,
,,mainpipe各个请求之间仲裁  ,,,,,,,,,,,,tc_dcache_amo_pb,tx_dcache_ld_st_pb,,
,,,,,,probe_req和refill_req同时有效,mainpipe先处理probe_req，后处理refill_req,"io_probe_req_valid,
io_refill_req_valid,
io_store_req_valid,
io_atmoics_req_valid,","io_probe_req_valid=1,
io_refill_req_valid=1,
io_store_req_valid=0,
io_atmoics_req_valid=0,",,,arbit_gp,tc_dcache_ld_st_pb,,,,
,,,,,,probe_req和store_req同时有效,mainpipe先处理probe_req，后处理store_req,"io_probe_req_valid,
io_refill_req_valid,
io_store_req_valid,
io_atmoics_req_valid,","io_probe_req_valid=1,
io_refill_req_valid=0,
io_store_req_valid=1,
io_atmoics_req_valid=0,",,,arbit_gp,tc_dcache_ld_st_pb,,,,
,,,,,,probe_req和atmoics_req同时有效,mainpipe先处理probe_req，后处理atomics_req,"io_probe_req_valid,
io_refill_req_valid,
io_store_req_valid,
io_atmoics_req_valid,","io_probe_req_valid=1,
io_refill_req_valid=0,
io_store_req_valid=0,
io_atmoics_req_valid=1,",,,arbit_gp,tc_dcache_amo_pb,,,,
,,,,,,probe_req、refill_req和store_req同时有效,mainpipe先处理probe_req，接着处理refill_req，最后处理store_req,"io_probe_req_valid,
io_refill_req_valid,
io_store_req_valid,
io_atmoics_req_valid,","io_probe_req_valid=1,
io_refill_req_valid=1,
io_store_req_valid=1,
io_atmoics_req_valid=0,",,,arbit_gp,tc_dcache_ld_st_pb,,,,
7,SRAM读写测试    41                                                        ,,,,,,,,,,,,,,,,
,,metaArray 11,,,,,,,,,,,,tc_load覆盖,,,
,,,set_idx,,,,,,,,,,,,,,
,,,,,,读取meta，set_idx=0~255,meta array可正常读,"io_read_*_valid,
io_read_*_bits_idx,","io_read_*_valid=1,
io_read_*_bits_idx=0~255,",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,写入meta，set_idx=0~255,meta array可正常写,"io_write_*_valid,
io_write_*_bits_idx,","io_write_*_valid=1,
io_write_*_bits_idx=0~255,",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,way_oh,,,,,,,,,,,,,,
,,,,,,写入meta，way_on=1/2/4/8,meta array可正常写,"io_write_*_valid,
io_write_*_bits_way_en","io_write_*_valid=1,
io_write_*_bits_way_en=1/2/4/8,",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,一致性状态,,,,,,,,,,,,,,
,,,,,,"meta array一致性状态读出为Nothing, set_idx=0~255，",meta array可正常读,"io_read_*_valid,
io_read_*_bits_idx，
io_resp_*_*_coh_state","io_read_*_valid=1,
io_read_*_bits_idx=0~255,
io_resp_*_*_coh_state=0",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,"meta array一致性状态写入为Nothing, set_idx=255，way_oh=1/2/4/8",meta array可正常写,"io_write_*_valid,
io_write_*_bits_idx，
io_write_*_bits_way_en，
io_write_*_*_meta_coh_state","io_write_*_valid=1,
io_write_*_bits_idx=0~255,
io_write_*_bits_way_en=1/2/4/8，
io_write_*_*_meta_coh_state=0",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,"meta array一致性状态读出为Branch, set_idx=0~255",meta array可正常读,"io_read_*_valid,
io_read_*_bits_idx，
io_resp_*_*_coh_state","io_read_*_valid=1,
io_read_*_bits_idx=0~255,
io_resp_*_*_coh_state=1",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,"meta array一致性状态写入为Branch, set_idx=255，way_oh=1/2/4/8",meta array可正常写,"io_write_*_valid,
io_write_*_bits_idx，
io_write_*_bits_way_en，
io_write_*_*_meta_coh_state","io_write_*_valid=1,
io_write_*_bits_idx=0~255,
io_write_*_bits_way_en=1/2/4/8，
io_write_*_*_meta_coh_state=1",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,meta array一致性状态读出为Trunk set_idx=0~255,meta array可正常读,"io_read_*_valid,
io_read_*_bits_idx，
io_resp_*_*_coh_state","io_read_*_valid=1,
io_read_*_bits_idx=0~255,
io_resp_*_*_coh_state=2",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,"meta array一致性状态写入为Trunk, set_idx=255，way_oh=1/2/4/8",meta array可正常写,"io_write_*_valid,
io_write_*_bits_idx，
io_write_*_bits_way_en，
io_write_*_*_meta_coh_state","io_write_*_valid=1,
io_write_*_bits_idx=0~255,
io_write_*_bits_way_en=1/2/4/8，
io_write_*_*_meta_coh_state=2",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,meta array一致性状态读出为Dirty set_idx=0~255,meta array可正常读,"io_read_*_valid,
io_read_*_bits_idx，
io_resp_*_*_coh_state","io_read_*_valid=1,
io_read_*_bits_idx=0~255,，
io_resp_*_*_coh_state=3",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,"meta array一致性状态写入为Dirty, set_idx=255，way_oh=1/2/4/8",meta array可正常写,"io_write_*_valid,
io_write_*_bits_idx，
io_write_*_bits_way_en，
io_write_*_*_meta_coh_state","io_write_*_valid=1,
io_write_*_bits_idx=0~255,
io_write_*_bits_way_en=1/2/4/8，
io_write_*_*_meta_coh_state=3",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,tagArray  11,,,,,,,,,,,tc_dcache_load,tc_dcache_store,,,
,,,set_idx,,,,,,,,,,,,,,
,,,,,,读取tag，set_idx=0~255,tag array可正常读,"io_read_*_valid,
io_read_*_bits_idx,","io_read_*_valid=1,
io_read_*_bits_idx=0~255,",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,写入tag，set_idx=0~255,tag array可正常写,"io_write_valid,
io_write_bits_idx,","io_write_valid=1,
io_write_bits_idx=0~255,",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,way_ne_oh,,,,,,,,,,,,,,
,,,,,,写入tag，way_en_oh=1/2/4/8,tag array可正常写,"io_write_valid,
io_write_bits_way_en,","io_write_valid=1,
io_write_bits_way_en=1/2/4/8,",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
,,,tag内容,,,,,,,,,,,,,,
,,,,,,"读取的tag内容为min, set_idx=0~255",tag array可正常读,"io_read_*_valid,
io_read_*_bits_idx,
io_resp_*_*,","io_read_*_valid=1,
io_read_*_bits_idx=0~255,
io_resp_*_*=min,",,,array_read_write_gp,tc_dcache_load/tc_dcache_store,,,,
